id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count,label
541175,0.0,"This new bank should be called: The Bank of Canada before Pierre Trudeau.

The war effort and 30 years of postwar growth were financed by BOC bonds. 

Trudeau privatized money creation in 1974, and public debt has been skyrocketing ever since.

Bring back public banking NOW!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-20 21:11:57.061989+00,54,,149093,approved,0,0,0,3,0,0.0,4,4,False
880779,0.8285714285714286,Just to note that President Trump supporters were asked to not wear hats or signs but the President Trump haters seem to be wearing their hate President Trump pussy hats including a leader in the demonstration. Non-political my butt.,0.0714285714285714,0.4285714285714285,0.0428571428571428,0.4428571428571429,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-22 20:41:27.359565+00,43,,163400,rejected,0,0,0,0,0,0.7,0,70,True
5564830,0.0,"Trump has no idea where he is marching. 
Consider:
He was against the One China policy -- then changed his mind and accepted it.
He was against NATO, and Article 5 -- then changed is mind an accepted it.
He railed against Obamacare -- now calls the GOP replacement bill ""mean""
He said he would label China a ""currency manipulator"" - - changed his mind.
He said he would shut down U.S. Export-Import Bank --  changed his mind.
He said he would replace Janet Yellen -- then changed his mind.
He said he didn't like Fed's low interest rates --  then said he does like them.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-10 15:49:11.773845+00,54,5564336.0,353535,approved,0,0,0,3,5,0.0,0,4,False
5022505,0.7,"Imagine Merkel, a woman with a doctorate in chemistry and close to thirty years experience in politics, having to meet with the orange Tweeter in Chief and keep a straight face. ""FAKE NEWS"". ""GREAT meeting"". Trump is so full of himself, so insulated from reality, so dense that he doesn't even realize what an utter fool he makes of himself both in these meetings and with his compulsory, moronic tweets afterwards. How much longer can the White House be a clownish gong show?",0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,2017-03-18 16:29:30.825221+00,54,,320390,approved,0,0,0,8,2,0.0,6,10,True
800134,0.0,Will make Anchorage less appealing to the dead beats who expect us to pay for their bills. So many move here and then rely on the PFD and relief organizations to keep them fed.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-06 17:07:40.358849+00,21,,160334,approved,0,0,0,2,0,0.0,0,4,False
5087908,0.4,"Verbal opiates for calcified Baby Boomer minds that need constant reassurance and hugs to support their snowflake world view.  O'Reilly (67) will probably outlive most of his viewing audience (average age 72), though his enthusiasm for coercing and blackmailing women into having sex with him makes his continued tenure as America's leading source of fake news uncertain.",0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-03 18:54:03.448171+00,21,,324073,rejected,0,0,0,0,0,0.3,4,10,False
6222629,0.0,"Sure, Dale.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-25 20:30:38.436792+00,43,6222618.0,393102,approved,0,0,0,0,0,0.0,0,4,False
5339588,0.0,"Actuarial risk prediction instruments fare far better than clinical judgement of psychiatrists. I would agree that the convicted should be afforded the right to disagree with the prediction.
From the description given, this system is not AI.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-01 15:49:24.444561+00,54,,339673,approved,0,0,0,1,0,0.0,0,4,False
320892,0.1666666666666666,"For me no one running for office presents the risk of fascism nearly as much as the TSA does.  Each time we get on a plane we are treated like people headed to a concentration camp, and out placid acceptance is a danger to our democracy.  Alaska will overwhelmingly vote for Trump, especially if Sanders is not the nominee on the other side.  A vote for Trump is a vote for change.  A vote for Clinton is a vote for corrupt, elitist fascism to continue growing in America.   Hillary Clinton is played by Donald Sutherland in The Hunger Games.",0.0,0.0,0.0,0.1666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-20 15:33:13.469191+00,21,,96406,approved,0,0,0,2,0,0.0,0,6,False
1085087,0.0,Denis Coderre has a secret life.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-06 18:50:29.756909+00,54,1084890.0,317220,rejected,0,0,0,0,0,0.0,0,4,False
370050,0.0,"Chris, read and think about the facts in your story. Hillary initially went through and filtered out 55,000 pages of work related emails, that is 55 thousand mind numbing pages separated from many many thousand pages of private correspondence, and you find it suspicious that 165 pages of additional pages were found on closer examination? I am totally freaked out by probably 30 pages of emails on my account, as new ones come in faster than I can delete. Hillary has already apologized and admitted to bad judgement, in doing the exactly same thing that previous Secretaries of State and numerous politicians have done, maintain private servers. But it is Hillary...so never forgive and never forget, right? Don't really see much of as scandal here as no one has shown any real harm done.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-30 04:16:31.141013+00,21,,140374,approved,0,0,0,7,0,0.0,0,4,False
4974498,0.6,Why is Un the lonely fat guy in his country? Can't be from eating grass and sawdust burgers.,0.0,0.1,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-08 05:37:46.226311+00,55,,317678,approved,0,0,0,0,0,0.0,0,10,True
5296734,0.7384615384615385,"He is our brother, but he isn't our president.  He is an intellectual and moral imbecile.  He is also a Russian agent.",0.0923076923076923,0.1692307692307692,0.1076923076923077,0.7384615384615385,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-24 15:17:50.456272+00,53,5295328.0,336559,rejected,0,0,0,0,0,0.0,0,65,True
6046145,0.6625,Overqualified cause he's black and hispanic. Guess if he was gay and  trans he would really be a shoo in.,0.1125,0.0125,0.65,0.45,0.0125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2017-09-28 23:10:27.438463+00,22,6045416.0,383168,approved,3,0,1,1,0,0.0,10,80,True
498961,0.2,Can you enlighten us on a physical description of the thugette?  It seems we are always asked to look for someone based on just their sex information.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2016-09-30 17:02:50.438490+00,21,498901.0,147203,approved,0,0,0,5,0,0.2,5,5,False
5618886,0.0,"Regarding ATF involvement, Capt. David Jenkins said, “It’s a collaboration that is not uncommon at all with any fire investigation.”

I know for a fact that is patently untrue, even when a death is the result due to a fire.  Perhaps it's true if three deaths are the result, but my suspicion is that somebody is on a fishing expedition.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-19 11:08:33.160829+00,55,,356963,approved,0,0,0,1,0,0.0,4,4,False
5615975,0.0,"Boshio good for you that you had the foresight to have a pv system installed under the NEM program.  I'm sure you must be happy with the money you are saving.  Good to hear you are also doing your part to help by investing in an electric vehicle.

Regarding the issue of adding more panels to cover the added electricity required to charge your car, you can add more panels and maintain you NEM provided you don't export any power to the grid from the new panels by installing batteries with the new panels.  You should call your pv installer and they should be able to help you.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-18 20:48:19.352204+00,55,5615843.0,356646,approved,0,0,0,0,0,0.0,4,4,False
406433,0.6,Normally the big money would go to both candidates.  But now it'll all go to Clinton because Trump is so toxic.,0.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-29 03:12:50.586619+00,21,,142560,approved,0,0,0,0,0,0.0,0,10,True
569724,0.0,"SD,  Just so I understand you and EN, the debate isn't about whether the government (which level?) should be feeding children, but the criteria a child needs to meet to be fed, who is going to pay for it (level again, after all its the government), and the best way to do it?  Do you think it is safe to assume that if the children aren't being fed, then the parents of those children aren't getting enough (if anything) to eat also?  Should we look into other possibilities on how to feed children other than at a school or just stick to schools?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-02 12:10:32.203810+00,13,569317.0,150258,approved,0,0,0,0,0,0.0,6,4,False
5946181,0.7375,Hopefully McAuliffe will have eaten shit and died before then. He's a bigger POS and lowlife than Obama and Hillary combined and he's white to boot.,0.15,0.65,0.45,0.525,0.2125,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-13 16:31:22.554555+00,105,,377245,approved,0,0,0,4,0,0.0,0,80,True
6201514,0.6,"I am doubling down on my double down.  Just realized that Trump's groomed hairdo is actually ""square"" and goes this way and that way (plus excessive length) just to cover his  ""bald-face lie"" spots.  So, perhaps we should call him blockhead (like the Gumby style cartoon, good grief Charlie Brown!), along with moron.  I understand that have put Trump's picture next to the definition of liar in the dictionary.",0.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-22 20:22:36.026798+00,55,6198348.0,391995,approved,0,0,0,0,0,0.0,0,10,True
5681482,0.7,We all know the jew'ish' people are NOT the Hebrew or even Hebrew-Israelites.  They are Yiddish speakers and european decent.  Its all over the internet.  Why are we still talking about these imposters?  The state-of-israel was created back in 1947-48 and we have been dealing with their soul-less extermination of Palestinian's of all ages.  Being Jew'ish' is the same as being a christian these days:  the rest of us know its a sham-religion-man-made for a certain reason to present LIES TO THE WORLD and cover up who the REAL ISRAELITES ARE!,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2017-07-29 14:50:32.927448+00,105,,360761,approved,0,0,0,0,0,0.0,10,10,True
5310744,0.5,"The Green Party position that it is perfectly ok to impose electoral reform changes with no referendum on those changes  (their pet preference Proportional Representation) is so utterly undemocratic and reprehensible.  One of their new MLA's actually states ""we should try out our new system a few times and see if the voters like it"" .  What kind of amateurs think this stuff up? At least It provides clear insight into the the kind of authoritarian mentality the Green Party has. This is a blatant, shameless power grab and they think the voters of BC are dumb enough to let it happen without a referendum. Makes you really understand how these people feel about compromise and collaboration. Their absurd position on electoral reform without a referendum is a warning shot across the bow to everyone.",0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-26 22:02:39.711804+00,54,,337764,approved,0,0,0,0,1,0.0,0,10,False
1030351,0.0,"Glib, aren't we?",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-22 18:27:47.130429+00,54,1028032.0,313969,rejected,0,0,0,0,1,0.0,0,4,False
6134989,1.0,"Again...
""trump wants war with millions dead"" = You are a sadist 
""he is a huge danger to america"" = You see his agenda working and are scared!",0.0,0.2,0.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-12 19:56:44.389612+00,55,6134867.0,388416,approved,1,0,0,4,0,0.1,0,10,True
351165,0.0,"rick2000, thank you for your comments. The completely uninformed commentary and lack of knowledge here is unfortunate.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-15 15:36:05.392333+00,21,351026.0,138544,approved,0,0,0,1,0,0.0,0,4,False
872718,0.1666666666666666,Why would he need experience in the Vietnam War.  Presidents Clinton and GW Bush didn't.  President Obama didn't.  Let the military hold that honor.,0.0,0.0,0.0,0.1666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-21 05:17:44.637358+00,54,872535.0,163140,approved,0,0,0,9,1,0.0,0,6,False
5707083,0.55,"Trump is an admitted white supremacist and eugenicist.

His 'base', and I do mean 'base', loves them some racism.

It's what attracted them to Trump.",0.025,0.0,0.3,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,2017-08-03 09:00:07.887250+00,21,,362429,approved,0,0,0,2,1,0.0,6,80,True
5447443,0.0,"Axe throwing dates back a lot further than a decade. Thirty years ago my buddies and I would go camping, get drunk and throw long handled axes (not the hatchets shown at these venues). We didn't have any chain link fence to protect us; dodging the ricochets was part of the challenge, as my pals Lefty and Stumpy can tell you. Folks have been throwing axes as long as they have existed. Sorry millennials, you didn't invent this.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-20 18:33:00.324115+00,102,,346332,approved,3,0,0,2,0,0.0,0,4,False
996319,0.7894736842105262,"'
…what do you mean 'close to treason'.

.
Aiding and abetting our nation's enemies is treason.
.

He issued an EO for that so he could make transactions directly with the KGB.
.

Yes, ….he was/is that stupid.
.",0.0350877192982456,0.1578947368421052,0.0175438596491228,0.7894736842105262,0.0175438596491228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-15 01:15:14.979536+00,21,995254.0,167996,approved,0,0,0,3,0,0.0,4,57,True
5451430,0.3,"The scenario you paint is not remotely the same thing as this woman wanting a ""white"" doctor.  There can be good reasons why a woman might want to speak with a female doctor, but there is no reason other than pure racism that someone would refuse to deal with anyone based on their skin color.",0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,2017-06-21 12:48:45.583282+00,54,5450331.0,346571,approved,0,0,0,5,0,0.0,6,10,False
5788210,0.2,Just like trump always has Gardner's. That's what happens without critical thinking. Just do whatever the boss says. Sad!,0.0,0.0,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-17 17:02:55.461861+00,102,5785164.0,367361,approved,0,0,1,1,0,0.0,0,10,False
5294222,0.5142857142857142,"What would you have him say? Would scoundrels sound better? How about these economically deprived, self igniting individuals? OR If we would just understand them, then they would not blow themselves up. It doesn't matter what we call them, they are evil. There you go, how about Evil? Evil Losers.",0.0142857142857142,0.0285714285714285,0.0,0.5142857142857142,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-23 23:30:23.073974+00,102,5293924.0,336776,approved,0,0,0,0,0,0.0142857142857142,0,70,True
5375053,0.0,"discussing Lee needs to be separated from the meaning of monuments to his memory in the South.

If Lee is to be purged from public view due to his racism then Washington's and Jefferson's  even larger racism would preclude their public display as well.....Lee was born into a slave owning family , yet spent his entire life in military service, the great majority in service to the United States rather than the South.  Washington and Jefferson personally owned slaves for their entire lives.  Lincoln offered Lee command of the Army of Virginia prior to Virginia's decision to secede...so Lincoln clearly did not view Lee disparagingly

That does not mean that a monument to Lee shouldn't be removed in New Orleans, where the original purpose was and is likely more to preserve the notion of Southern secessionist pride and racial hierarchy, it simply means that Lee needs to be properly contextualized to avoid today's tendency towards simplistic narrative caricature",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-07 21:02:00.708568+00,54,,341494,approved,0,0,0,0,0,0.0,0,4,False
4968369,0.1,"If Kauai's hotel occupancy is ""only"" 65% perhaps there are too many hotels on Kauai.  People with real jobs (which fortunately no longer includes me) have to contend with traffic that is as bad as anything experienced in the Bay Area.  The public bathrooms at Poipu have been in need of repair for years.  It is no longer safe to swim at Maha`ulepu or Lydgate because of the bacteria count.  

I'm all for raising the TAT.  The county's infrastructure is over-stressed and the county is raising property taxes to meet those needs which means residents are subsidizing the tourist industry.   I'm not against tourists but I am against the indirect subsidy.  

There are just under 70,000 residents on Kauai supporting nearly 2 million tourists.  Kauai is becoming a Disney Theme Park like Oahu.  Is it not the purpose of a good businessman to ""charge what the market will bear""?  Trump supporters want government to be run like a business.  Raise the TAT!",0.0,0.0,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-07 18:13:12.151547+00,22,,317422,approved,0,0,0,4,0,0.0,0,10,False
5942600,0.4,Hmm. They overcharge everyone else and it leads to a plea bargain.  Not so with criminal cops.,0.1,0.0,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-12 23:15:06.088005+00,102,5942122.0,376992,approved,0,0,0,1,0,0.0,0,10,False
997586,0.0,Pick the sex you identify with and go to that bathroom. It's simple. No need for forced mixed bathrooms which would make a lot of people uncomfortable and angry,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-15 12:57:29.903444+00,54,,168325,approved,0,0,0,2,4,0.0,0,4,False
888505,0.9166666666666666,"You're a witless troll.
See, I'm  right once again...",0.0666666666666666,0.1666666666666666,0.0,0.9166666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-24 05:25:09.228399+00,54,888477.0,163532,approved,0,0,0,0,1,0.0,0,60,True
405158,0.0,"The best thing this girl could do is to claim she is migrated here from Central America, she was displaced from her home and wants a better life. She will have more assistance than she ever could imagine, lowly displaced U.S citizens are not a priority people geez!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-28 07:28:09.225742+00,13,,142424,approved,0,0,0,2,0,0.0,10,4,False
602963,0.0,"Charles Dalton, I'm extremely interested in whatever thoughts you may have concerning Dr. Coleman's position, as expressed in his editorial, concerning the incident in question.
Please understand that I'm not attempting to bate you. I'm honestly curious to know your thoughts on the editorial.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-15 18:41:56.148520+00,13,,151732,approved,0,0,0,0,0,0.0,0,4,False
5263080,0.6,"I agree about Justin but would like to point out the Conservatives did not make empty and grandiose promises, that is why the naive, whats in it for me and always Liberal went with Justin.   Fools.",0.0,0.0,0.1,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-16 16:47:08.346581+00,54,5262655.0,334928,rejected,0,0,0,0,0,0.0,0,10,True
5301133,0.7,I think everyone of good faith acknowledges Obamacare could benefit from changes. But the proposal on the table is simply stupid and inimical to properly functioning democracy wherein the interests of a narrow group are not allowed to dominate the agenda.,0.0,0.0,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-25 11:04:10.594862+00,54,,337289,approved,0,0,0,0,0,0.0,0,10,True
4982310,0.5,"Skookumpete writes:

""Islam has never undergone an Enlightenment that allows reason to take its rightful place over archaic screeds.""

--

Many denominations of Christianity have never undergone an ""Enlightenment""..

I note that you interpret Christianity in its best light and Islam in its worst.

And denominations of Islam have indeed ""undergone an Enlightenment"", as the links that I've provided attest.

Bottom line: Much of Islam has characteristics that you don't like, and you're not shy about pointing them out, but you're happy to ignore or dismiss the same characteristics in Christianity.

Thanks for posting.",0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-09 18:53:58.471964+00,54,4982005.0,318007,approved,0,0,0,0,2,0.0,4,10,False
5431138,0.0,"As a rule, I tend to disregard any political statements that conform to the ""medicare madlibs"" template as being insincere expressions of political empathy and buck-passing:

I (___your name here___) agree that (___longstanding and complicated issue____) is a serious problem, and that all stakeholders, but especially (___ other level of government___), should fix it immediately.

In this case: 
( Jane Philpott, federal Minister of Health)  
(__private physician billing___)
(provincial governments and medical associations)",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-17 10:31:07.085677+00,54,,345284,approved,0,1,0,0,0,0.0,0,4,False
6230198,0.7,"At least two.
Cute try at deflection. I am not offended, nor am I choosing to be offended.
Why would I want it to be legal to discriminate based on religion? That would be dumb.",0.0,0.0,0.1,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-26 21:17:57.071117+00,102,6229991.0,392544,approved,0,0,0,0,0,0.1,0,10,True
788910,0.0,"And, Mr. Trump won't even LET us have a ""look"" ... at HIS business records/taxes.

What IS he hiding???",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-04 16:57:22.353918+00,54,787810.0,159858,rejected,0,0,0,0,0,0.0,0,4,False
6230854,0.6056338028169014,Such a shame.  Syria was such a wonderful place for sending folks to for torture.,0.0422535211267605,0.028169014084507,0.2676056338028169,0.1690140845070422,0.4647887323943662,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-26 23:24:46.469482+00,54,,393799,approved,0,0,2,3,1,0.0,0,71,True
297639,0.2,"Jessica Brown, You don't know that.",0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-28 19:47:07.306911+00,21,296863.0,99218,approved,0,0,0,0,0,0.0,10,5,False
5764225,0.6,"LW1: I agree with your parents and Amy-- bad decision. Of course, letters that begin with ""I am a however old, education, independent woman"" are usually followed by descriptions of said women making stupid personal choices. You do need to live your own life, and your kid doesn't need Mommy bringing her lovers around him. If this guy is right for you, he'll be right for you in a year.",0.1,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-14 11:27:20.172181+00,102,,366278,approved,0,0,0,6,0,0.0,6,10,True
937734,0.5652173913043478,Yes it is going to get very ugly........ for Rachael Notley and her merry band of wing nuts and kooks,0.0144927536231884,0.0579710144927536,0.0289855072463768,0.5507246376811594,0.0434782608695652,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-02 12:33:38.761768+00,54,,165705,approved,1,0,0,3,14,0.0144927536231884,0,69,True
489563,0.0,"Billy Kenoi's problem is that he is in the middle of a trial on four theft related counts (crimes) he allegedly committed while in office. Mayor Kenoi is a public figure and will always be subject to public scrutiny.   His problems seem to be alcohol related.  This man had governor written all over him.  Young, bright, Hawaiian, a real people person.  Eight years as a mayor and a ticket to the main show.  What you are witnessing is a man that is decompensating (losing it) and it is sad.  Nothing personal, I don't even know the man.  A public figure has no privacy or expectation of privacy.  That goes with the job. And Mayor Kenoi lives in the proverbial fishbowl.  If you think what he did at the Hawaii Planning Conference is good... that's fine with me. If you want to play the race card on my comments you will lose.  Mayor Kenoi is facing criminal charges. No matter what the outcome of the trial this poor man needs professional help.  It is terrible to see this happen to a young man.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-24 02:59:32.502684+00,22,,146663,approved,0,0,0,5,0,0.0,0,4,False
5013401,0.6,I bet you in the Golden Age they didn't allow 46 people with SUV sized strollers to gum up the entrance of buses during rush-hours so that paying folk don't have to accidentally rub up against this that and the other random body part and nearly crush someone when that stupid bus suddenly accelerates to mach 4....,0.1,0.0,0.0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-16 18:27:48.390973+00,54,,319901,approved,2,1,1,2,1,0.0,0,10,True
5818525,0.0,"I agree, let the woman go.  She deserves better.  The rest of your comment - to each their own and feel free to embrace that lifestyle.  I don't see how going out on dates with other people brings harmony to a child's life.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-22 15:19:28.535467+00,102,5817938.0,369255,approved,0,0,0,8,0,0.0,4,4,False
942042,0.6,O'Leary is dumber than I thought.  And just visiting.,0.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-03 01:40:47.387610+00,54,,165825,approved,1,0,0,2,1,0.0,0,10,True
5799448,0.0,Or use our dividends to subsidize the giveaway of our oil.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-19 04:34:44.853986+00,21,5799380.0,367847,approved,0,0,0,13,0,0.0,0,4,False
833154,0.7887323943661971,"You bash Trump for standing against idiots
and praise trudeau who hides a conflict of
interest. If all is done right though trudeau
will be removed from power and Canada
will be back on track.",0.028169014084507,0.1408450704225352,0.0,0.7887323943661971,0.0985915492957746,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-13 05:03:52.891037+00,54,,161337,approved,0,0,0,1,1,0.0,0,71,True
317751,0.7547169811320755,The Senate is on the payroll of the big three oil corporations and is not working for Alaskans who voted for them. Voting for the GOP was stupid.,0.0,0.0566037735849056,0.0,0.6981132075471698,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-18 01:44:56.765934+00,21,,97297,approved,0,0,0,24,0,0.0,0,53,True
5999294,0.0,Mahalo for another well researched and well written article.  Very interesting history indeed.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-22 13:20:45.342632+00,55,,380705,approved,0,1,0,5,0,0.0,0,4,False
5237100,0.0,You know why they don't want to stop at Middle St? Because they don't have enough money to even get there. Try having to explain that to the public and ask for more money just to get there.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-10 06:05:43.279305+00,22,,332816,approved,1,0,0,0,0,0.0,0,4,False
5452610,0.1666666666666666,"SirJohn:
""AJ exposed the Fake News of the MSM and pretty much put Donald Trump in the Whitehouse.""

-

And here I thought it was legions of ego-stunted emotional infants whose self-esteem can't handle the mere whiff of cognitive dissonance.

The more you know....",0.0,0.0,0.0,0.1666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21 16:00:40.683459+00,54,5451593.0,346803,approved,5,0,0,0,0,0.0,0,6,False
6257229,0.0,"Given the State's power at removing someone's freedom or children, I want the best judges. I don't care what bathroom they use, who they sleep with or the colour of their skin. All of those criteria are irrelevant to judicial interpretation.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-31 11:12:39.138134+00,54,,395095,approved,0,0,0,1,0,0.0,4,4,False
